Item_ID	Sentence	ModalPresent	Finite	QuestionType	DegreeQ
13731:80	in fact, i think 0 it sort of raises nurturing and * being a mother to what it ought *-3 to be *t*-1 which *t*-2 is a respected profession.	no	yes	nom	no
13749:28	maybe we'll see a growth in that where someone makes a career out of, say, *-1 taking care of five or six children as opposed to day care *t*-2.	no	yes	rc	no
13759:148	uh, i know that there are young people, characterized *, i guess as * being half my age, so that by definition that means, 0 they're young. uh, that, in my work place, who *t*-3 are both of them earning rather decent professional salaries who probably *-4 would consider *-5 paying a woman, uh, eight or nine or ten thousand dollars a year *-1 to take care of their child,	no	yes	rc	no
13759:182	uh, i know that there are young people, characterized *, i guess as * being half my age, so that by definition that means, 0 they're young. uh, that, in my work place, who *t*-3 are both of them earning rather decent professional salaries who probably *-4 would consider *-5 paying a woman, uh, eight or nine or ten thousand dollars a year *-1 to take care of their child,	no	yes	rc	no
13772:54	or * to put their child into a s-, into a home setting, where they would, you know, like they, they would get, leave at eight in the morning and, and drop a two year old off in a home where you knew 0 there were going *-1 to be four other kids *t*-2 *t*-3	no	yes	rc	no
13772:186	or * to put their child into a s-, into a home setting, where they would, you know, like they, they would get, leave at eight in the morning and, and drop a two year old off in a home where you knew 0 there were going *-1 to be four other kids *t*-2 *t*-3	no	yes	rc	no
13783:26	uh, i have acquaintances of mine where i know that they are paying figures on, on the order of what i quoted *t*-1 to someone, because that's what the experience 0 they want *t*-2 *t*-3	no	yes	rc	no
13783:81	uh, i have acquaintances of mine where i know that they are paying figures on, on the order of what i quoted *t*-1 to someone, because that's what the experience 0 they want *t*-2 *t*-3	no	yes	nom	no
13798:61	are you aware *ich*-2 at all, of, of what they would, what they cost *t*-1?	no	yes	nom	no
13803:41	i just know, i know several single mothers who *t*-1 absolutely can't afford it.	no	yes	rc	no
13819:16	what, what do you envision *t*-1 for the next twenty years as far as women in american society?	no	yes	root	no
13855:50	maybe, uh, the possibility of, of women, uh, who *t*-1 deliberately say, no, we'll let the man will take care of the children perhaps, in the event of a separation or whatever.	no	yes	rc	no
13855:140	maybe, uh, the possibility of, of women, uh, who *t*-1 deliberately say, no, we'll let the man will take care of the children perhaps, in the event of a separation or whatever.	no	yes	rc	no
13887:7	well what do you think *t*-1 about the idea of, uh, kids having *-2 to do public service work for a year?	no	yes	root	no
13907:24	i think 0 it teaches kids how * to grow *t*-1.	no	yes	emb	no
13911:15	uh, uh, what i'm thinking about *t*-1 is 0 back, well, when i was a kid *t*-2, and much earlier than that, kids were kind of, i-, i-, you know,	no	yes	nom	no
13911:53	uh, uh, what i'm thinking about *t*-1 is 0 back, well, when i was a kid *t*-2, and much earlier than that, kids were kind of, i-, i-, you know,	no	yes	emb	no
13916:8	because when i was in the girl scouts *t*-1, we did a lot of public service things, because that's just part o-, of, of the scouting, and, you know.	no	yes	adj	no
13926:25	you know, kids seem like when they get ten or twelve years old *t*-1 they fall out of that,	no	yes	emb	no
13936:32	and, and i don't know what the high rank *ich*-2 is *t*-1 for the gals	no	yes	emb	no
13954:10	and then when they young, young adults *t*-1, there's even less interest there.	no	yes	exclam	no
13992:61	i think that, yeah, i think that we need *-1 to really address what we've done *t*-2 here	no	yes	emb	no
14025:4	how do you usually keep up with current events *t*-1?	no	yes	root	no
14041:20	and, and how do you rate the, uh,	no	yes	root	no
14044:49	for, for local news i think 0 we do real well where it's,	no	yes	emb	no
14053:24	on the whole, i'm pleased when i have an opportunity * to hear just the facts *t*-1.	no	yes	emb	no
14083:16	i don't know which that answer is *t*-1.	no	yes	emb	no
14106:111	well, i had heard a couple of people, you know, that i had talked to *t*-1 about certain programs say that, you know, they had read other things besides what sixty minutes presented *t*-2 and that they didn't present it nearly the same way as the, you know, news articles or whatever 0 they had, they had already been familiar with *t*-3.	no	yes	emb	no
14106:182	well, i had heard a couple of people, you know, that i had talked to *t*-1 about certain programs say that, you know, they had read other things besides what sixty minutes presented *t*-2 and that they didn't present it nearly the same way as the, you know, news articles or whatever 0 they had, they had already been familiar with *t*-3.	no	yes	emb	no
14107:35	so, i started *-1 questioning just how, how bias they really were *t*-2,	no	yes	emb	yes
14110:40	i don't know di-, i don't know how old you are *t*-1,	no	yes	emb	yes
14139:13	and that's where i get, get into the problem with, with him *t*-1.	no	yes		no
14147:4	what did you think *t*-1 of the news coverage of the war?	no	yes	root	no
14160:25	did that help you understand a lot what *t*-1 was going on	no	yes	emb	no
14164:120	but i, i think 0 it helps me everyday in *-1 trying *-2 to review wh-, the state that the world is in *t*-3 and try *-2 to guess where we're going *t*-4.	no	yes	emb	no
14168:53	well, i, i think, uh, 0 my background is probably what *t*-1 absolutely turned me off with sixty minutes.	no	yes	nom	no
14171:4	what weekly, um, magazine do you look at *t*-1,	no	yes	root	yes
14193:19	uh, here's *t*-2 what *t*-1 went on in asia over the past week,	no	yes	nom	no
14243:29	and it will, depending on what topic you called in *-1 to hear about *t*-2 whether it was the news or the weather or a soap opera update, it will give you, um, updated information.	no	yes	nom	no
14264:9	so, who's your, uh, favorite team *t*-1?	no	yes	exclam	no
14266:4	who do you think *t*-1?	no	yes	root	no
14291:45	so, i don't, i don't even know who your favorite team is *t*-1, actually.	no	yes	emb	no
14324:9	well, who's the running *t*-1,	no	yes	exclam	no
14352:5	who else is, *t*-1 uh, oh	no	yes	root	no
14371:4	how did they end up *t*-1 this year?	no	yes	root	no
14425:9	um, who is it *t*-1,	no	yes	root	no
14447:21	um, i'm done, where i work *t*-1.	no	yes	emb	no
14470:24	i didn't look at the clock when we started *-1 talking *t*-2,	no	yes	emb	no
14478:20	so other than the vikings, who do you like *t*-1?	no	yes	root	no
14480:15	um, actually, when i was younger *t*-1, i was a cardinal fan, too.	no	yes	adj	no
14491:22	um, i don't know who else i've ever.	no	yes	emb	no
14498:8	back when they were in saint louis *t*-1?	no	yes		no
14505:66	other than that, i mean, you know, when i've, you know, when you grow up in a city that *t*-1 has the, you know, one of the greatest football teams until the last few years *t*-2, you kind of tend *-3 to get caught *-4 up in it.	no	yes	adj	no
14516:67	i mean it, it *exp*-1 was really exciting, * growing up when, when the cowboys were really big *t*-2.	no	yes	emb	no
14523:39	i guess 0 probably since about eighty-four, about eighty-five was when they started *-1 kind of going downhill really *t*-2,	no	yes	emb	no
14538:4	what are they going up to *t*-1,	no	yes	root	no
14553:45	but obviously yeah, they're all going up, mumblex more or less is what it's going *-1 to do *t*-2.	no	yes	nom	no
14560:34	i just remember *-1 trying *-2 to figure out where you could get	no	yes	emb	no
14564:95	las-, time, last time 0 i went to the cowboys game *t*-1 was during that, um, n f l strike, or the, when they had the scab team, teams in there *t*-2,	no	yes		no
14615:4	how'd you find out about this *t*-1?	yes	yes	root	no
14626:13	and that's how we learned about it *t*-1,	no	yes		no
14651:13	so, uh, what do you think, that, uh,	no	yes	root	no
14652:39	what do, what do, what do you think 0 we can do *t*-1 * to solve the crime in america?	no	yes	root	no
14657:33	but what, what, what are the steps *t*-1?	no	yes	root	no
14660:72	i, the way 0 i look at it *t*-1, you have *-2 to think first of all why,	no	yes	emb	no
14662:15	and if so, why has crime increased *t*-1?	no	yes	root	no
14664:47	well, see the problem is, is that, um, what *t*-1 happens is as, that you're, uh, you know, as you go from the country to a city, crime always increases, right?	no	yes	subj	no
14677:8	now what *t*-1 happens is 0 all those that *t*-2 don't have any money in the country move to the cities,	no	yes	subj	no
14679:13	they say, why can't we have the same things that these other people have *t*-1 *t*-2,	yes	yes	emb	no
14681:7	and what we have *-1 to do *t*-2 is, 0 we have *-3 to go, uh, *-4 get some stuff, steal it, and then, you know, just resell it.	no	yes	nom	no
14692:22	and that certainly is one reason why crime here has increased *t*-1.	no	yes	rc	no
14714:25	and you can tell by the people who *t*-1 are always caught *-2, that these people are there *-3 to get money for drugs.	no	yes	rc	no
14730:41	and, in fifty-one and fifty-two, the police came to the high school where i was *t*-1 and were telling us how * to recognize when kids were on drugs *t*-2 *t*-3, how * to recognize the pushers outside the one entrance, that they were giving their drugs away in order *-4 to get the kids started * *t*-5, and so on, and so on.	no	yes	rc	no
14730:67	and, in fifty-one and fifty-two, the police came to the high school where i was *t*-1 and were telling us how * to recognize when kids were on drugs *t*-2 *t*-3, how * to recognize the pushers outside the one entrance, that they were giving their drugs away in order *-4 to get the kids started * *t*-5, and so on, and so on.	no	yes	emb	no
14730:81	and, in fifty-one and fifty-two, the police came to the high school where i was *t*-1 and were telling us how * to recognize when kids were on drugs *t*-2 *t*-3, how * to recognize the pushers outside the one entrance, that they were giving their drugs away in order *-4 to get the kids started * *t*-5, and so on, and so on.	no	yes	emb	no
14730:106	and, in fifty-one and fifty-two, the police came to the high school where i was *t*-1 and were telling us how * to recognize when kids were on drugs *t*-2 *t*-3, how * to recognize the pushers outside the one entrance, that they were giving their drugs away in order *-4 to get the kids started * *t*-5, and so on, and so on.	no	yes	emb	no
14735:59	and we're just really, uh, uh, now, trying *-1 to, uh, figure out how * to cope with the problem *t*-3 because it has grown so huge.	no	yes	emb	no
14738:73	there's a, there's a, uh, a song that i know *t*-1 which *t*-2 says, you know, tha-,	no	yes	rc	no
14742:5	what you're doing *t*-1 is, 0 you, you know,	no	yes	nom	no
14752:34	and another one of the problems is that the people who *t*-1 are the dealers, the big dealers in drugs, may be, may be part of the power structure that *t*-2's keeping us from * spending the money in that direction.	no	yes	rc	no
14787:52	but the guy at the very top, the one who *t*-1's, who *t*-2's really making the millions and the millions is the one who *t*-3 also many times is part of the power structure, uh, the, uh, and had the political uh, pull to keep things from, uh, keep the interest or the emphasis in some other direction, other than on the drug dealing,	no	yes	rc	no
14787:95	but the guy at the very top, the one who *t*-1's, who *t*-2's really making the millions and the millions is the one who *t*-3 also many times is part of the power structure, uh, the, uh, and had the political uh, pull to keep things from, uh, keep the interest or the emphasis in some other direction, other than on the drug dealing,	no	yes	rc	no
14796:18	he goes, hey, how you doing *t*-1,	no	yes	emb	no
14829:73	it's like, those guys, at one point, you know, they had so much money that they didn't know what * to do *t*-1 with it.	no	yes	rc	no
14916:25	oh, it sure is *?* especially when you work out of town and everything, that way *t*-1.	no	yes	emb	no
14933:40	i've, i've talked to some who *t*-1's really had some bad experience	no	yes	rc	no
14940:78	you know, i just, i'm just shocked *ich*-3 at the end of the month, *-1 to see what damage i have did *t*-2,	no	yes	emb	no
14957:14	they're there when you need them *t*-1. you know, like in emergencies, or whatever.	no	yes	emb	no
14957:54	they're there when you need them *t*-1. you know, like in emergencies, or whatever.	no	yes	emb	no
14997:36	and that way we can go ahead and pay it off when it comes in *t*-1.	no	yes	emb	no
15016:7	and when you pay fifteen dollars a month *t*-1 it sure takes a long time.	no	yes	adj	no
15049:9	well, how do you feel about it *t*-1?	no	yes	root	no
15071:67	so, i'd have *-1 to say that, uh, it, you know, the people who *t*-2 do it, well, some feel 0 it's rewarding.	no	yes	rc	no
15073:23	but, uh i don't know how we got the subject *t*-1, mumblex.	no	yes	emb	no
15090:9	well, how long you been in san antonio *t*-1?	no	yes	root	yes
15100:11	that's how we know each other *t*-1.	no	yes		no
15115:5	what other types of community service would they be talking about *t*-1.	no	yes	root	yes
15134:51	but that, that time is minuscule compared to what, what, mumblex they were referring to *t*-1.	no	yes	nom	no
15165:15	but, you know how it is *t*-1 mumblex.	no	yes	emb	no
15172:25	i think that maybe that's why some people do it *t*-1 is, uh, * to see the other cultures or, you know and some of that.	no	yes	emb	no
15192:46	and they're allowed *-1 to take that time off and then come back where they left off *t*-2.	no	yes	emb	no
15207:85	well, i mean, in that respect a lot of people join the military *-1 to, to grow up and to decide what they want *-2 to do *t*-3,	no	yes	emb	no
15216:74	but, uh, and a lot of people have gone in the military, i mean, you know, when they're in the college *t*-1.	no	yes	emb	no
15221:35	uh, others, people don't know what they want *-1 to do *t*-2.	no	yes	emb	no
15223:45	but i think 0 a lot of it's, you know, when the-, people get older *t*-1, they'll do something like that.	no	yes	emb	no
15254:78	it *exp*-1's interesting 0 we got this topic because i, i, i don't know what i marked *t*-2 off *-3 to get this,	no	yes	emb	no
15273:5	how many times have you talked *t*-1?	no	yes	root	yes
15296:4	what other topics have you had *t*-1?	no	yes	root	yes
15312:13	i forget exactly what the focus was *t*-1 on that one.	no	yes	emb	yes
15318:22	and i talked to this person who i gathered from *-2 speaking to her, that, that *t*-1 she and her family just didn't have much,	no	yes	rc	no
15323:56	and so she basically didn't use credit cards and didn't know very much about them and how they work *t*-1, and, and how you can use them to your advantage *t*-2, and, and how, you know, you, you can do certain things with them *t*-3.	no	yes		no
15323:88	and so she basically didn't use credit cards and didn't know very much about them and how they work *t*-1, and, and how you can use them to your advantage *t*-2, and, and how, you know, you, you can do certain things with them *t*-3.	no	yes		no
15323:134	and so she basically didn't use credit cards and didn't know very much about them and how they work *t*-1, and, and how you can use them to your advantage *t*-2, and, and how, you know, you, you can do certain things with them *t*-3.	no	yes		no
15350:33	and i haven't gotten a one of them yet when i've called *t*-1.	no	yes	emb	no
15369:10	and then what else did i have *t*-1?	no	yes	root	no
15385:39	that *t*-3 told, and he told me when he gave it to me *t*-1 that it was impossible 0 * to kill *t*-2,	no	yes	emb	no
15388:10	no matter what, you couldn't kill it.	no	yes		no
15451:74	there's a, there's a certain scene in the movie where there's, um, where they're, they're on a buffalo hunt *t*-1.	no	yes	rc	no
15455:50	and they have a particular child actor, uh, who *t*-1's, who *t*-2's being supposedly run *-3 down by a buffalo.	no	yes	rc	no
15459:7	and when they were trying *-1 to film that *t*-2, the buffalo that they used *t*-3 for that scene was neil young's buffalo.	no	yes	adj	no
15463:16	i can't remember what they said 0 his name was *t*-1.	no	yes	emb	no
15489:41	i guess 0 he was taking kevin costner to like the site where he was going *-1 to be *t*-2 or whatever.	no	yes	rc	no
15489:70	i guess 0 he was taking kevin costner to like the site where he was going *-1 to be *t*-2 or whatever.	no	yes	rc	no
15539:4	what have you seen *t*-1 lately?	no	yes	root	no
15580:42	and, but, you know, you could tell when it was coming *t*-1.	no	yes	emb	no
15599:16	but it was just how she got so caught up *t*-2,	no	yes	emb	no
15714:5	whenever you are an employee of the company *t*-1, you are using its assets,	no	yes	adj	no
15722:4	where do you work *t*-1?	no	yes	root	no
15728:13	and that's where most of our, uh, injuries occur *t*-2.	no	yes	adj	no
15732:7	and what we do *t*-1 is we'll have a drug test if an, if a, a break or a man, uh, has an accident.	no	yes	nom	no
15740:4	when he goes to the doctor the first time *t*-1.	no	yes	adj	no
15753:21	now, i don't know how t e c would handle it *t*-1.	no	yes	emb	no
15759:43	there was one guy that we tested *t*-1 for preemployment for drugs who *t*-2 absolutely swore up and down that it showed that he was using amphetamines,	no	yes	rc	no
15779:25	and then i also had a friend who *t*-1 was just around some people that *t*-2 were smoking cocaine.	no	yes	rc	no
15871:43	and of course, you know, they did specifically single them out when we started *t*-1, you know, that they were going *-2 to do all them first.	no	yes	emb	no
15882:4	which i thought 0 *t*-1 was interesting.	no	yes		no
15899:10	oh, what kind of drugs did you use *t*-1, if you don't mind?	no	yes	root	no
15945:86	plus, you know, you, you want *-1 to think that, that you're working with people who *t*-2 are not only putting out their fair share, but that *t*-3 are not endangering your life,	no	yes	rc	no
15968:20	like they have emergency shower where you just run in there and strip off and dump water, you know, that kind of thing *t*-1.	no	yes	rc	no
16018:17	i have a friend who *t*-1 was telling me about her brother who *t*-2 gets high all the time,	no	yes	rc	no
16018:43	i have a friend who *t*-1 was telling me about her brother who *t*-2 gets high all the time,	no	yes	rc	no
16019:24	and i have just casually asked her what he did *t*-1 for a living.	no	yes	emb	no
16020:56	and she said, oh, he's the supervisor of this chemical land fill, you know where they go and dump all this toxic stuff *t*-1.	no	yes	rc	no
16027:35	and i just, you know, went, oh, where?.	no	yes		no
16090:16	what, what is,	no	yes	root	no
16094:11	that's what it said * to discuss *t*-1 some	no	yes	nom	no
16096:37	well, it says, why would you, what you would have *t*-1 for a dinner party.	no	yes	emb	no
16107:12	it says what you would have *t*-1 for a dinner party,	no	yes	nom	no
16109:19	i'll tell you, what i'm going *-1 to have *t*-2. um, if i can find it.	no	yes	nom	no
16120:4	when you have fish au gratin *t*-1,	no	yes	adj	no
16152:18	it *exp*-2's amazing how vegetables trays will go at a party *t*-1.	no	yes		no
16170:5	what i've been doing *t*-1 when i get invited *-2 someplace and bring something *t*-3, i make, uh, food kabobs.	no	yes		no
16170:25	what i've been doing *t*-1 when i get invited *-2 someplace and bring something *t*-3, i make, uh, food kabobs.	no	yes	emb	no
16185:21	or even have you ever seen where they, they'll take a watermelon and just cut the top out of it and then hollow that out, and then put the fruit in the watermelon *t*-1	no	yes	emb	no
16217:59	then you've got *-1 to drain the water out of the watermelon because, you know, when you scrape it *t*-2, it makes the water.	no	yes	emb	no
16298:20	i mean, no matter how careful you are *t*-1 you still might get a film on the bottom of the pot.	no	yes		yes
16313:21	i think 0 i know what you're talk-,	no	yes	emb	no
16343:5	when it thickens *t*-1 the cornstarch might get a little, i don't know,	no	yes	adj	no
16353:14	and mumblex someone who *t*-1's just going *-2 to make it first time, it's,	no	yes	rc	no
16413:38	and if it would sit in the refrigerator for a day, where you cut the pie *t*-1, it would soak into the pie shell	no	yes	adj	no
16417:9	well, how did you get a recipe for pudding on your own *t*-1?	no	yes	root	no
16473:54	because i'm always worrying 0 it won't firm up because it, when you take it out of the saucepan *t*-1 it's like, boy, i hope 0 this thickens a little more because it's not like real package thick, you know,	no	yes	emb	no
16474:5	when you cook a package *t*-1, it's, it's a little less,	no	yes	adj	no
16485:9	so, when you pull the saran wrap back *t*-1, you sort of should be a little careful, pull it back and shake the water off the saran wrap	no	yes	adj	no
16493:20	after, well when it starts *-1 steaming a lot *t*-2, uh, i definitely, yeah, put it in the refrigerator,	no	yes	adj	no
16509:18	so,, that's why i do that *t*-1.	no	yes		no
16522:13	do you know who he is *t*-1?	no	yes	emb	no
16539:21	i don't like that, when they start *t*-1,	no	yes	emb	no
16554:54	you know, i mean they're not the, the typical country where they're just, you know, my wife left me, my dog left me *t*-1, you know.	no	yes	rc	no
16611:4	when, i, i don't play *t*-1,	no	yes	adj	no
16617:4	what's that *t*-1?	no	yes	exclam	no
16621:4	what's that *t*-1?	no	yes	exclam	no
16642:13	and you know how you put the headphones on and listen to it *t*-1	no	yes	emb	no
16654:22	i mean it's nice when you have a piece that, that *t*-1 is so, so peaceful, that everybody likes *t*-2 *t*-3, you know,	no	yes	adj	no
16660:160	and you don't, because it doesn't have words, you know, you don't feel like, there's anything 0 you have *-1 to remember *t*-2, you know, as far as *-4 singing a song or something like that or interpreting what they mean *t*-3	no	yes	nom	no
16679:16	oh, i see what you're saying *t*-1.	no	yes	nom	no
16685:29	i mean, i don't even know who *t*-1 did which ones,	no	yes	emb	no
16685:39	i mean, i don't even know who *t*-1 did which ones,	no	yes	emb	no
16690:30	i could, i know which ones *t*-1 come next,	no	yes	emb	no
16724:13	do you know who chuck mangione is *t*-1?	no	yes	emb	no
16731:4	what's his name *t*-1,	no	yes	exclam	no
16747:30	i figure all our c ds that we have what i really like *t*-1.	no	yes	nom	no
16768:14	you know, how many people *t*-1 are in simply red, stuart,	no	yes	emb	yes
16770:32	i, i don't remember how many people,	no	yes		yes
16774:13	it's not where it's, it hurts your ears *-1 to hear it *t*-2.	no	yes		no
16775:53	but it's not as, it's not like, uh, chicago where it's got that much instrument to it *t*-1.	no	yes	rc	no
16791:4	where are you *t*-1?	no	yes	root	no
16815:11	that's why i was just w-,	no	yes		no
16834:16	what, what do you do *t*-1?	no	yes	root	no
16838:13	and that's what i know *t*-1,	no	yes	nom	no
16872:11	that's how it works *t*-1.	no	yes		no
16881:31	and she has since taken off with another lawyer who *t*-1 had been, uh, getting cocaine from his client and then selling it,	no	yes	rc	no
16936:41	because if that's what, if that's what the punishment is *t*-2 in that, in that instance, then you're always going *-1 to say, you know, not gui-,	no	yes	nom	no
16950:20	well, especially with something where you have *-1 to f-, you have *-2 to find it beyond a reasonable doubt *t*-3.	no	yes	rc	no
16970:113	but it seems as though if you really want *-2 to set a t-, side time 0 * to read the bible *t*-1 and you work and and whatever, uh, that pretty well takes up your time for reading.	no	yes	emb	no
16981:19	it's getting, to where a just really want *-1 to read it *t*-2.	no	yes		no
16989:7	but when i do get *-1 to sit down and, and read *t*-3, i like *-2 to read the bible	no	yes	adj	no
17021:4	how old is your daughter *t*-1.	no	yes	root	yes
17034:4	what's his name *t*-1 again?	no	yes	exclam	no
17103:20	and it helps *-2 explain who people are *t*-1.	no	yes	emb	no
17104:45	that's, that's about the hardest thing is, who *t*-1's related to who.	no	yes	nom	no
17104:61	that's, that's about the hardest thing is, who *t*-1's related to who.	no	yes	nom	no
17150:9	oh, what can,	yes	yes	exclam	no
17151:4	what is his name *t*-1.	no	yes	root	no
17154:18	well you know when you're recording *t*-1 you can't re-, remem-,	no	yes	adj	no
17191:26	oh, i think 0 i know who you're talking about *t*-1.	no	yes	emb	no
17238:15	oh, those hedges when they started *-2 moving *t*-1.	no	yes	adj	no
17243:5	whenever they, they made that into a movie *t*-1, i was thinking oh, my gosh if they show that, i'll just die.	no	yes	adj	no
17273:76	but, uh, most of the time they don't with, when, follow books very well when they make them into movies *t*-1.	no	yes	emb	no
17412:14	oh, gosh why can't i think of their names *t*-1,	yes	yes	root	no
17426:21	uh, well, you know who i'm talking about *t*-1.	no	yes	emb	no
17443:11	that's why i like *-1 to watch that masterpiece theatre on channel thirteen *t*-2, because they'll take a classic and, and, uh, televise it you know, put it into a viewing format, more or less.	no	yes		no
17467:7	but when i do *t*-1 i just, just love it.	no	yes	adj	no
17508:5	what type of exercise do you do *t*-1?	no	yes	root	no
17563:5	when i go *-1 visit them *t*-2, uh, i get on that thing every now and then.	no	yes	adj	no
17566:18	it's nice because when the weather's bad *t*-1 you can't, you don't have any excuse.	no	yes	adj	no
17665:28	i've always found that, uh, when you write things down and set goals *t*-1 it *exp*-2's a lot easier * to keep, uh, keep something going.	no	yes	emb	no
17669:10	uh, when i was in high school *t*-1 we had a choice of, uh, * taking, uh, physical education courses on exercise,	no	yes	adj	no
17675:67	we kept charts of our progress, and, uh, consistently increased the empty of resistance so you could see how much you improved *t*-1 over the weeks.	no	yes	emb	yes
17699:4	how often do you, uh, uh, go out each week on your walking *t*-1?	no	yes	root	yes
17707:20	how far, about how far do you go *-1 walking *t*-2?	no	yes	root	yes
17765:4	which, uh, shows do you watch *t*-1 on t v?	no	yes	root	no
17790:13	and, uh, what is the other one called *-2 *t*-1.	no	yes	root	no
17831:19	but then that was back when, uh, you know, the high impact and,	no	yes	emb	no
17851:15	i can't remember what time.	no	yes		no
17853:18	i can't remember offhand what time.	no	yes		no
17923:4	how do you feel that it should be applied *-2 *t*-1?	no	yes	root	no
17963:22	and they final get up to where they kill somebody else *t*-1,	no	yes		no
17964:27	and they go through fourteen appeals, and how many hundreds of thousands of taxpayer dollars.	no	yes		yes
17992:32	you know, it seems like when they go to prison *t*-1, it, they really seem like it's a rough time for them	no	yes	adj	no
18003:31	that's what, that's what people face *t*-1 with that choice.	no	yes	nom	no
18004:158	one thing 0 i really hate *t*-1, is 0 they don't explain to the jurors, in a, in a trial, in a capital murder trial, or in cases of rape, or in different things that *t*-2 are so horrible, what it means *t*-3 when they sentence them to, you know,	no	yes	emb	no
18004:172	one thing 0 i really hate *t*-1, is 0 they don't explain to the jurors, in a, in a trial, in a capital murder trial, or in cases of rape, or in different things that *t*-2 are so horrible, what it means *t*-3 when they sentence them to, you know,	no	yes	emb	no
18038:36	you killed, someone you know, in cold blood or whatever.	no	yes		no
18049:11	this is what *t*-1's going *-2 to happen.	no	yes	nom	no
18056:37	and, but, i, don't know what else * to do *t*-1 with some of these people, that *t*-2 are,	no	yes	emb	no
18087:70	uh, a lot of people really doesn't think that much about it, because it hasn't happened to them, which *t*-1 it hasn't *?* to me either,	no	yes	emb	no
18096:53	i, you read about it in the paper, every day, somebody who *t*-1's done this, or that, something really horrible	no	yes	rc	no
18106:39	and as far as the other states, i honestly don't know what their capital punishment is *t*-1.	no	yes	emb	no
18121:55	and people like charles manson, and, and some of these other people, who *t*-1 were sentenced *-2 to death at the time 0 they repealed the death penalty *t*-3, were sentenced *-4 to life in prison, and are now,	no	yes	rc	no
18125:11	the people who *t*-1 were there originally, when they, when they changed the laws *-2 to revoke the death penalty *t*-3, are still in there for, are in prison, in quote, for life, and, and are now coming up for parole,	no	yes	rc	no
18125:47	the people who *t*-1 were there originally, when they, when they changed the laws *-2 to revoke the death penalty *t*-3, are still in there for, are in prison, in quote, for life, and, and are now coming up for parole,	no	yes	rc	no
18178:62	i, i don't know if they say 0 it's the first time offense or whatever,	no	yes	emb	no
18207:63	i mean, it's a it's a scary world *ich*-2 out there anymore, where you're afraid *-1 to go out *t*-3,	no	yes		no
18216:20	and it wasn't that way when i was younger *t*-1.	no	yes	emb	no
18224:43	but, uh, even the small towns now though, has really changed from when i was a kid *t*-1,	no	yes		no
18231:5	when i was a kid *t*-1, i would run between my neighbors, three and four blocks sometimes,	no	yes	adj	no
18259:9	um, what do you do *t*-1 this weekend?	no	yes	root	no
18263:9	huh. which is,	no	yes	root	no
18264:21	wh-, d-, what do you plan, have *t*-1 planned *-2 for your yard?	no	yes	root	no
18281:5	what part of the state do you live in *t*-1?	no	yes	root	no
18293:9	just what that area,	no	yes	nom	no
18318:10	and then when it gets wet *t*-2, you know, you don't even want *-1 to get out in the yard,	no	yes	adj	no
18328:10	um, where you live *t*-1 is there a real high, uh, alkaline *rnr*-2 or ash *rnr*-2 content	no	yes	emb	no
18341:14	i know right where that's at *t*-1.	no	yes	emb	no
18367:4	how do you put trees in there *t*-1?	no	yes	root	no
18394:64	and the first thing 0 the, the old guy there at the stand asked *t*-3 is what part of town we lived in *t*-2 because he said, uh, i've got, i've got a dozen different varieties	no	yes	emb	no
18397:14	that's basically what he was trying *-1 to tell us *t*-2.	no	yes		no
18441:33	that's, we, that's what we're searching *t*-1, uh,	no	yes	nom	no
18487:77	but, uh, but, uh, what kind of, uh, what kind of, what kind of grass are you growing *t*-1?	no	yes	root	no
18589:40	and, uh, i don't know, that what they have *t*-1,	no	yes	emb	no
18615:27	and, i mean, you're talking what, just several hundred dollars a year in property taxes.	no	yes		no
18623:29	it seem like it be just the opposite when you get,	no	yes	emb	no
18634:75	people still use it enough in, like in towns like clarendon and other areas that, where they irrigate *t*-3.	no	yes	rc	no
18647:16	i don't see how anything can survive out there, for long periods of time *t*-1.	no	yes	emb	no
18673:73	and, you know, we're trying *-1 to decide what, what * to, what *-2 to put *t*-3 on one side of the house and things like that,	no	yes	emb	no
18685:32	but during the fall when it stopped *t*-2, when, uh, the rain let off just a little bit *t*-1 it, i mean, it just dried up.	no	yes	adj	no
18714:29	uh, i think 0 that's about where it is *t*-1.	no	yes	emb	no
18717:10	uh, what type of, uh, utilizations do you make *t*-1 of it?	no	yes	root	no
18733:32	here at work i have the t i one thousand which *t*-1 is a three eighty-six base mach-, machine.	no	yes	rc	no
18748:92	and that, i know 0 that, uh, brings an eighty eighty-eight machine to its knees because, i had taken it over from a friend who *t*-1 was working on it	no	yes	rc	no
18772:10	uh, what i've gotten into *t*-1 more recently are the tools 0 *t*-2 to use them.	no	yes	nom	no
18785:5	when everyone was in samna *t*-1 i was still in p f m,	no	yes	adj	no
18792:20	it was a real memory hog when you started *-1 making large blot changes to it *t*-2.	no	yes	emb	no
18797:59	at least the version 0 i had *t*-1 tended *-2 to keep copies of that. of what you were changing *t*-3 and deleting *t*-3 off in memory until all of, all of a sudden you got a disc full error. not a fun thing 0 * to try *-4 to recover from *t*-5.	no	yes	nom	no
18818:57	well, it's just a huge file that *-1 tries *-2 to describe the requirements of what you're trying *-3 to build *t*-4. uh, to one level down from assistant description.	no	yes	rc	no
18834:39	uh, maybe you'll play around some and figure out how they can help you do different things *t*-1.	no	yes	emb	no
